instance,epsilon_range,n_machines,n_jobs,epsilon,branching_rule,node_selection,profiling_mode,rounding_rule,lower_bound,best_solution,nodes_to_best_solution,nodes_explored,runtime,opt_gap,terminate,best_bound,depth,number_of_nodes_for_optimality,optimal_solution
Uniform1-5000_Seed131_J20_M10,"[0.047288, 0.836234]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,6384,846,2001,0.41622471809387207,0.10892857142857137,False,5688.6,10,-1,5688.6
Uniform1-5000_Seed131_J20_M10,"[0.047288, 0.836234]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,6073,104,104,0.01577901840209961,0.06329655853779016,True,5995.0,16,-1,5688.6
Uniform1-5000_Seed132_J20_M10,"[0.108718, 0.888876]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,5925,140,2001,0.3548250198364258,0.10891139240506333,False,5279.7,12,-1,5279.7
Uniform1-5000_Seed132_J20_M10,"[0.108718, 0.888876]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,5782,23,23,0.004559755325317383,0.08687305430646838,True,5782.0,14,-1,5279.7
Uniform1-5000_Seed133_J20_M10,"[0.017427, 1.000000]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4935,5,5,0.0009775161743164062,0.0,True,4935.0,3,5,4935.0
Uniform1-5000_Seed133_J20_M10,"[0.017427, 1.000000]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4935,9,9,0.0020101070404052734,0.0,True,4935.0,7,9,4935.0
Uniform1-5000_Seed134_J20_M10,"[0.091765, 0.958673]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4935,1322,2001,0.43421220779418945,0.06151975683890585,False,4631.4,15,-1,4631.4
Uniform1-5000_Seed134_J20_M10,"[0.091765, 0.958673]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4758,200,200,0.028142452239990234,0.026607818411097175,True,4738.0,18,-1,4631.4
Uniform1-5000_Seed135_J20_M10,"[0.015676, 0.989542]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,5363,575,2001,0.46161484718322754,0.13169867611411526,False,4656.7,11,-1,4656.7
Uniform1-5000_Seed135_J20_M10,"[0.015676, 0.989542]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,5287,25,31,0.005918979644775391,0.11921694722905243,True,5203.0,13,-1,4656.7
Uniform1-5000_Seed136_J20_M10,"[0.075510, 0.981009]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,5301,15,2001,0.32160258293151855,0.08813431428032444,False,4833.8,14,-1,4833.8
Uniform1-5000_Seed136_J20_M10,"[0.075510, 0.981009]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,5301,19,239,0.03405356407165527,0.08813431428032444,True,5234.0,14,-1,4833.8
Uniform1-5000_Seed137_J20_M10,"[0.206629, 0.826164]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,6151,542,2001,0.4236576557159424,0.07787351650138188,False,5672.0,12,-1,5672.0
Uniform1-5000_Seed137_J20_M10,"[0.206629, 0.826164]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,5940,40,40,0.007539033889770508,0.04511784511784512,True,5940.0,15,-1,5672.0
Uniform1-5000_Seed138_J20_M10,"[0.068440, 0.960344]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4992,679,2001,0.38268423080444336,0.17459935897435905,False,4120.4,10,-1,4120.4
Uniform1-5000_Seed138_J20_M10,"[0.068440, 0.960344]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4873,13,13,0.0029959678649902344,0.15444284834804028,True,4848.0,11,-1,4120.4
Uniform1-5000_Seed139_J20_M10,"[0.100293, 0.916800]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,5629,238,2001,0.34856438636779785,0.05942440930893587,False,5294.5,12,-1,5294.5
Uniform1-5000_Seed139_J20_M10,"[0.100293, 0.916800]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,5518,29,29,0.005249500274658203,0.040503805726712576,True,5518.0,16,-1,5294.5
Uniform1-5000_Seed140_J20_M10,"[0.024255, 1.000000]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4940,9,9,0.0015625953674316406,0.015182186234817813,True,4865.0,7,-1,4865.0
Uniform1-5000_Seed140_J20_M10,"[0.024255, 1.000000]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4865,8,8,0.0018055438995361328,0.0,True,4865.0,6,8,4865.0
Uniform1-5000_Seed141_J20_M10,"[0.010140, 1.000000]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4931,13,13,0.002136707305908203,0.0,True,4931.0,11,13,4931.0
Uniform1-5000_Seed141_J20_M10,"[0.010140, 1.000000]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4931,16,16,0.003383159637451172,0.0,True,4931.0,14,16,4931.0
Uniform1-5000_Seed142_J20_M10,"[0.026380, 1.000000]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4928,6,6,0.0011217594146728516,0.0,True,4928.0,4,6,4928.0
Uniform1-5000_Seed142_J20_M10,"[0.026380, 1.000000]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4928,8,8,0.0018296241760253906,0.0,True,4928.0,6,8,4928.0
Uniform1-5000_Seed143_J20_M10,"[0.031082, 1.000000]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4826,3,3,0.0004432201385498047,0.0,True,4826.0,1,3,4826.0
Uniform1-5000_Seed143_J20_M10,"[0.031082, 1.000000]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4826,3,3,0.0005133152008056641,0.0,True,4826.0,1,3,4826.0
Uniform1-5000_Seed144_J20_M10,"[0.001408, 0.998411]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,5652,1972,2001,0.4846069812774658,0.1205060155697099,False,4970.9,10,-1,4970.9
Uniform1-5000_Seed144_J20_M10,"[0.001408, 0.998411]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,5317,26,262,0.03460884094238281,0.06509309761143509,True,5276.0,16,-1,4970.9
Uniform1-5000_Seed145_J20_M10,"[0.007373, 0.990610]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4927,149,2001,0.380828857421875,0.0640755023340775,False,4611.3,10,-1,4611.3
Uniform1-5000_Seed145_J20_M10,"[0.007373, 0.990610]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4739,20,20,0.004034996032714844,0.02694661320953784,True,4739.0,17,-1,4611.3
Uniform1-5000_Seed146_J20_M10,"[0.002265, 0.923126]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,6057,1815,2001,0.5504469871520996,0.125260029717682,False,5298.3,10,-1,5298.3
Uniform1-5000_Seed146_J20_M10,"[0.002265, 0.923126]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,5895,14,14,0.003075122833251953,0.10122137404580149,True,5895.0,12,-1,5298.3
Uniform1-5000_Seed147_J20_M10,"[0.043414, 1.000000]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4880,157,2001,0.30252933502197266,0.027663934426229508,False,4745.0,14,-1,4745.0
Uniform1-5000_Seed147_J20_M10,"[0.043414, 1.000000]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4819,32,32,0.0055849552154541016,0.015355882963270388,True,4783.0,15,-1,4745.0
Uniform1-5000_Seed148_J20_M10,"[0.003515, 1.000000]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4860,510,510,0.0776212215423584,0.0049382716049382715,True,4836.0,10,-1,4836.0
Uniform1-5000_Seed148_J20_M10,"[0.003515, 1.000000]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4896,13,13,0.0026924610137939453,0.012254901960784314,True,4852.0,10,-1,4836.0
Uniform1-5000_Seed149_J20_M10,"[0.058543, 0.881274]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,5539,14,2001,0.41474127769470215,0.07485105614731907,False,5124.4,15,-1,5124.4
Uniform1-5000_Seed149_J20_M10,"[0.058543, 0.881274]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,5539,16,568,0.07449793815612793,0.07485105614731907,True,5516.0,17,-1,5124.4
Uniform1-5000_Seed150_J20_M10,"[0.005236, 1.000000]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,5036,8,8,0.0015053749084472656,0.013899920571882446,True,4966.0,6,-1,4966.0
Uniform1-5000_Seed150_J20_M10,"[0.005236, 1.000000]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4966,9,9,0.0021758079528808594,0.0,True,4966.0,7,9,4966.0
Uniform1-5000_Seed151_J20_M10,"[0.048477, 0.795129]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,7076,135,2001,0.35109806060791016,0.15166760881854152,False,6002.8,10,-1,6002.8
Uniform1-5000_Seed151_J20_M10,"[0.048477, 0.795129]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,6747,21,21,0.004123687744140625,0.11030087446272414,True,6747.0,13,-1,6002.8
Uniform1-5000_Seed152_J20_M10,"[0.021536, 0.838703]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,6692,1390,2001,0.5320196151733398,0.1396144650328751,False,5757.7,11,-1,5757.7
Uniform1-5000_Seed152_J20_M10,"[0.021536, 0.838703]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,6085,20,20,0.004593610763549805,0.053788003286770775,True,6077.0,15,-1,5757.7
Uniform1-5000_Seed153_J20_M10,"[0.026194, 1.000000]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4314,9,9,0.0015871524810791016,0.0,True,4314.0,7,9,4314.0
Uniform1-5000_Seed153_J20_M10,"[0.026194, 1.000000]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4377,8,8,0.00189971923828125,0.01439342015078821,True,4314.0,6,-1,4314.0
Uniform1-5000_Seed154_J20_M10,"[0.057394, 0.934972]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,6216,122,2001,0.3781569004058838,0.15069176319176317,False,5279.3,10,-1,5279.3
Uniform1-5000_Seed154_J20_M10,"[0.057394, 0.934972]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,5599,24,51,0.008118152618408203,0.05709948205036611,True,5502.0,16,-1,5279.3
Uniform1-5000_Seed155_J20_M10,"[0.000894, 1.000000]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4474,8,8,0.0014083385467529297,0.0,True,4474.0,6,8,4474.0
Uniform1-5000_Seed155_J20_M10,"[0.000894, 1.000000]",10,20,0.01,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,4474,11,11,0.0023021697998046875,0.0,True,4474.0,9,11,4474.0
Uniform1-5000_Seed156_J20_M10,"[0.092587, 0.959137]",10,20,0.02,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,5295,43,2001,0.4177103042602539,0.05762039660056664,False,4989.9,12,-1,4989.9
